name	description	function	returns	argument	type	details
ee.Array.slice	Creates a subarray by slicing out each position along the given axis from the 'start' (inclusive) to 'end' (exclusive) by increments of 'step'. The result will have as many dimensions as the input, and the same length in all directions except the slicing axis, where the length will be the number of positions from 'start' to 'end' by 'step' that are in range of the input array's length along 'axis'. This means the result can be length 0 along the given axis if start=end, or if the start or end values are entirely out of range.	Array.slice(axis, start, end, step)	Array	array|axis|start|end|step	Array|Integer, default: 0|Integer, default: 0|Integer, default: null|Integer, default: 1	
ee.Array.sort	Sorts elements of the array along one axis.	Array.sort(keys)	Array	array|keys	Array|Array, default: null	
ee.Array.sqrt	On an element-wise basis, computes the square root of the input.	Array.sqrt()	Array	input	Array	
ee.Array.subtract	On an element-wise basis, subtracts the second value from the first.	Array.subtract(right)	Array	left|right	Array|Array	
ee.Array.tan	On an element-wise basis, computes the tangent of the input in radians.	Array.tan()	Array	input	Array	
ee.Array.tanh	On an element-wise basis, computes the hyperbolic tangent of the input.	Array.tanh()	Array	input	Array	
ee.Array.toByte	On an element-wise basis, casts the input value to an unsigned 8-bit integer.	Array.toByte()	Array	input	Array	
ee.Array.toDouble	On an element-wise basis, casts the input value to a 64-bit float.	Array.toDouble()	Array	input	Array	
ee.Array.toFloat	On an element-wise basis, casts the input value to a 32-bit float.	Array.toFloat()	Array	input	Array	
ee.Array.toInt	On an element-wise basis, casts the input value to a signed 32-bit integer.	Array.toInt()	Array	input	Array	
ee.Array.toInt16	On an element-wise basis, casts the input value to a signed 16-bit integer.	Array.toInt16()	Array	input	Array	
ee.Array.toInt32	On an element-wise basis, casts the input value to a signed 32-bit integer.	Array.toInt32()	Array	input	Array	
ee.Array.toInt64	On an element-wise basis, casts the input value to a signed 64-bit integer.	Array.toInt64()	Array	input	Array	
ee.Array.toInt8	On an element-wise basis, casts the input value to a signed 8-bit integer.	Array.toInt8()	Array	input	Array	
ee.Array.toList	Turns an Array into a list of lists of numbers.	Array.toList()	List	array	Array	
ee.Array.toLong	On an element-wise basis, casts the input value to a signed 64-bit integer.	Array.toLong()	Array	input	Array	
ee.Array.toShort	On an element-wise basis, casts the input value to a signed 16-bit integer.	Array.toShort()	Array	input	Array	
ee.Array.toUint16	On an element-wise basis, casts the input value to an unsigned 16-bit integer.	Array.toUint16()	Array	input	Array	
ee.Array.toUint32	On an element-wise basis, casts the input value to an unsigned 32-bit integer.	Array.toUint32()	Array	input	Array	
ee.Array.toUint8	On an element-wise basis, casts the input value to an unsigned 8-bit integer.	Array.toUint8()	Array	input	Array	
ee.Array.transpose	Transposes two dimensions of an array.	Array.transpose(axis1, axis2)	Array	array|axis1|axis2	Array|Integer, default: 0|Integer, default: 1	
ee.Array.trigamma	On an element-wise basis, computes the trigamma function of the input.	Array.trigamma()	Array	input	Array	
ee.Array.uint16	On an element-wise basis, casts the input value to an unsigned 16-bit integer.	Array.uint16()	Array	input	Array	
ee.Array.uint32	On an element-wise basis, casts the input value to an unsigned 32-bit integer.	Array.uint32()	Array	input	Array	
ee.Array.uint8	On an element-wise basis, casts the input value to an unsigned 8-bit integer.	Array.uint8()	Array	input	Array	
ee.Blob	Loads a Blob from a Google Cloud Storage URL.	ee.Blob(url)	Blob	url	String	
ee.Blob.string	Returns the contents of the blob as a String.	Blob.string(encoding)	String	blob|encoding	Blob|String, default: null	
ee.Blob.url	Returns the Blob's Google Cloud Storage URL.	Blob.url()	String	blob	Blob	
ee.Classifier.amnhMaxent	Creates a Maximum Entropy classifier.  Maxent is used to model species distribution probabilities using environmental data for locations of known presence and for a large number of 'background' locations. For more information and to cite, see: https://biodiversityinformatics.amnh.org/open_source/maxent/ and the reference  publication: Phillips, et. al., 2004 A maximum entropy approach to species distribution  modeling, Proceedings of the Twenty-First International Conference on Machine Learning. The output is a single band named 'probability', containing the modeled probability,  and an additional band named 'clamp' when the 'writeClampGrid' argument is true.	ee.Classifier.amnhMaxent(categoricalNames, outputFormat, autoFeature, linear, quadratic, product, threshold, hinge, hingeThreshold, l2lqThreshold, lq2lqptThreshold, addSamplesToBackground, addAllSamplesToBackground, betaMultiplier, betaHinge, betaLqp, betaCategorical, betaThreshold, extrapolate, doClamp, writeClampGrid, randomTestPoints, seed)	Classifier	categoricalNames|outputFormat|autoFeature|linear|quadratic|product|threshold|hinge|hingeThreshold|l2lqThreshold|lq2lqptThreshold|addSamplesToBackground|addAllSamplesToBackground|betaMultiplier|betaHinge|betaLqp|betaCategorical|betaThreshold|extrapolate|doClamp|writeClampGrid|randomTestPoints|seed	"List, default: null|String, default: ""cloglog""|Boolean, default: true|Boolean, default: true|Boolean, default: true|Boolean, default: true|Boolean, default: false|Boolean, default: true|Integer, default: 15|Integer, default: 10|Integer, default: 80|Boolean, default: true|Boolean, default: false|Float, default: 1|Float, default: -1|Float, default: -1|Float, default: -1|Float, default: -1|Boolean, default: true|Boolean, default: true|Boolean, default: true|Integer, default: 0|Long, default: 0"	
ee.Classifier.confusionMatrix	Computes a 2D confusion matrix for a classifier based on its training data (ie: resubstitution error).  Axis 0 of the matrix corresponds to the input classes, and axis 1 corresponds to the output classes.  The rows and columns  start at class 0 and increase sequentially up to the maximum class value, so some rows or columns might be empty if the input classes aren't 0-based or sequential.	Classifier.confusionMatrix()	ConfusionMatrix	classifier	Classifier	
ee.Classifier.decisionTree	Creates a classifier that applies the given decision tree.	ee.Classifier.decisionTree(treeString)	Classifier	treeString	String	
ee.Classifier.decisionTreeEnsemble	Creates a classifier that applies the given decision trees.	ee.Classifier.decisionTreeEnsemble(treeStrings)	Classifier	treeStrings	List	
ee.Classifier.explain	Describe the results of a trained classifier.	Classifier.explain()	Dictionary	classifier	Classifier	
ee.Classifier.libsvm	Creates an empty Support Vector Machine classifier.	ee.Classifier.libsvm(decisionProcedure, svmType, kernelType, shrinking, degree, gamma, coef0, cost, nu, terminationEpsilon, lossEpsilon, oneClass)	Classifier	decisionProcedure|svmType|kernelType|shrinking|degree|gamma|coef0|cost|nu|terminationEpsilon|lossEpsilon|oneClass	"String, default: ""Voting""|String, default: ""C_SVC""|String, default: ""LINEAR""|Boolean, default: true|Integer, default: null|Float, default: null|Float, default: null|Float, default: null|Float, default: null|Float, default: null|Float, default: null|Integer, default: null"	
ee.Classifier.load	Creates a Classifier.	ee.Classifier.load(id)	Classifier	id	String	
ee.Classifier.minimumDistance	Creates a minimum distance classifier for the given distance metric.  In CLASSIFICATION mode, the nearest class is returned.  In REGRESSION mode, the distance to the nearest class center is returned.  In RAW mode, the distance to every class center is returned.	ee.Classifier.minimumDistance(metric, kNearest)	Classifier	metric|kNearest	"String, default: ""euclidean""|Integer, default: 1"	
ee.Classifier.mode	Returns the classifier mode: CLASSIFICATION, REGRESSION, PROBABILITY, MULTIPROBABILITY, RAW or RAW_REGRESSION.	Classifier.mode()	String	classifier	Classifier	
ee.Classifier.schema	Returns the names of the inputs used by this classifier, or null if this classifier has not had any training data added yet.	Classifier.schema()	List	classifier	Classifier	
ee.Classifier.setOutputMode	Sets the output mode.	Classifier.setOutputMode(mode)	Classifier	classifier|mode	Classifier|String	
ee.Classifier.smileCart	Creates an empty CART classifier. See:	ee.Classifier.smileCart(maxNodes, minLeafPopulation)	Classifier	maxNodes|minLeafPopulation	Integer, default: null|Integer, default: 1	
ee.Classifier.smileGradientTreeBoost	Creates an empty Gradient Tree Boost classifier.	ee.Classifier.smileGradientTreeBoost(numberOfTrees, shrinkage, samplingRate, maxNodes, loss, seed)	Classifier	numberOfTrees|shrinkage|samplingRate|maxNodes|loss|seed	"Integer|Float, default: 0.005|Float, default: 0.7|Integer, default: null|String, default: ""LeastAbsoluteDeviation""|Integer, default: 0"	
ee.Classifier.smileKNN	Creates an empty kNN classifier.	ee.Classifier.smileKNN(k, searchMethod, metric)	Classifier	k|searchMethod|metric	"Integer, default: 1|String, default: ""AUTO""|String, default: ""EUCLIDEAN"""	
ee.Classifier.smileNaiveBayes	Creates an empty Naive Bayes classifier.  This classifier assumes that the feature vector consists of positive integers, and negative inputs are discarded.	ee.Classifier.smileNaiveBayes(lambda)	Classifier	lambda	Float, default: 0.000001	
ee.Classifier.smileRandomForest	Creates an empty Random Forest classifier.	ee.Classifier.smileRandomForest(numberOfTrees, variablesPerSplit, minLeafPopulation, bagFraction, maxNodes, seed)	Classifier	numberOfTrees|variablesPerSplit|minLeafPopulation|bagFraction|maxNodes|seed	Integer|Integer, default: null|Integer, default: 1|Float, default: 0.5|Integer, default: null|Integer, default: 0	
ee.Classifier.spectralRegion	Creates a classifier that tests if its inputs lie within a polygon defined by a set  of coordinates in an arbitrary 2D coordinate system.  Each input to be classified  must have 2 values (e.g.: images must have 2 bands).  The result will be 1 wherever  the input values are contained within the given polygon and 0 otherwise.	ee.Classifier.spectralRegion(coordinates, schema)	Classifier	coordinates|schema	List|List, default: null	
ee.Classifier.train	Trains the classifier on a collection of features, using the specified numeric properties of each feature as training data. The geometry of the features is ignored.	Classifier.train(features, classProperty, inputProperties, subsampling, subsamplingSeed)	Classifier	classifier|features|classProperty|inputProperties|subsampling|subsamplingSeed	Classifier|FeatureCollection|String|List, default: null|Float, default: 1|Integer, default: 0	
ee.Clusterer.schema	Returns the names of the inputs used by this Clusterer, or null if this Clusterer has not had any training data added yet.	Clusterer.schema()	List	clusterer	Clusterer	
ee.Clusterer.train	Trains the Clusterer on a collection of features, using the specified numeric properties of each feature as training data. The geometry of the features is ignored.	Clusterer.train(features, inputProperties, subsampling, subsamplingSeed)	Clusterer	clusterer|features|inputProperties|subsampling|subsamplingSeed	Clusterer|FeatureCollection|List, default: null|Float, default: 1|Integer, default: 0	
